Job_title,Company,State,City,Min_Salary,Max_Salary,Rating,Date_Posted,Valid_until,Job_Type
Data Scientist,Infinitive Inc,Virginia,McLean,83138,118794,3.4,2020-04-29,2020-06-06,FULL_TIME
Data Scientist,Axiologic Solutions,Virginia,Reston,74963,121611,4.4,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,"Visionist, Inc.",Maryland,Columbia,89929,143975,4.9,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,"Pyramid Systems, Inc.",Virginia,Fairfax,81591,118794,4.2,2020-04-24,2020-06-06,FULL_TIME
"Data Scientist, Senior",Booz Allen Hamilton Inc.,Virginia,Arlington,80176,133374,3.7,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Leidos,Virginia,McLean,85079,107525,3.4,2020-05-06,2020-06-06,FULL_TIME
Data Engineer,Maxar Technologies,Virginia,McLean,105449,114869,3.5,2020-05-05,2020-06-06,FULL_TIME
Data Scientist,NT Concepts,Virginia,Vienna,92852,122397,3.6,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Lockheed Martin,Virginia,Herndon,101818,133182,3.8,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,Ops Tech Alliance,Virginia,Springfield,70240,116338,0.0,2020-05-04,2020-06-06,FULL_TIME
Data Scientist,"Electronic Consulting Services, Inc.",Maryland,Adelphi,59454,100804,3.5,2020-04-29,2020-06-06,FULL_TIME
Data Scientist,Omni Consulting Solutions,District of Columbia,Washington,70240,116338,0.0,2020-04-30,2020-06-06,FULL_TIME
Data Scientist,General Dynamics Information Technology,Maryland,Fort Meade,77272,103177,3.4,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,"ISYS Technologies, Inc.",Virginia,Herndon,95407,126717,3.4,2020-04-24,2020-06-06,FULL_TIME
Data Scientist,Praxis Engineering,Virginia,Chantilly,118774,146066,4.7,2020-04-24,2020-06-06,FULL_TIME
Data Scientist/Architect,Serry Systems,Virginia,Arlington,101647,134201,0.0,2020-05-02,2020-06-06,FULL_TIME
Data Scientist Technical Specialist,Peraton,Virginia,Chantilly,67743,85638,3.4,2020-05-06,2020-06-06,FULL_TIME
Data Scientist Level-I,Nolij Consulting,Virginia,Vienna,45186,78043,3.9,2020-04-25,2020-06-06,FULL_TIME
"AI Data Scientist- Machine Learning, Consultant",Guidehouse,District of Columbia,Washington,62072,70056,3.2,2020-05-01,2020-06-06,FULL_TIME
Federal - Data Scientist,Solekai Systems Corp,Virginia,Alexandria,82046,133600,4.2,2020-04-28,2020-06-06,FULL_TIME
Data Scientist,Par Government Systems Corporation,Virginia,Reston,79171,126697,3.2,2020-04-30,2020-06-06,FULL_TIME
"Data Scientist, Analytics",Facebook,District of Columbia,Washington,100134,145662,4.4,2020-04-28,2020-06-06,FULL_TIME
Data Scientist (CCDB) (Mid-Level),METIS Solutions,District of Columbia,Washington,80686,113974,3.4,2020-04-27,2020-06-06,FULL_TIME
Artificial Intelligence/Machine Learning Data Scientist,Booz Allen Hamilton Inc.,Virginia,Alexandria,60508,103578,3.7,2020-05-06,2020-06-06,FULL_TIME
Data Engineer SME,LMI,Virginia,Fort Belvoir,84823,144070,3.9,2020-04-24,2020-06-06,FULL_TIME
Federal - Data Scientist,Accenture,District of Columbia,Washington,72478,121282,3.8,2020-05-07,2020-06-06,FULL_TIME
Data Scientist - Machine Learning Engineer,Atlas Research,District of Columbia,Washington,84918,103987,2.9,2020-04-25,2020-06-06,FULL_TIME
Data Analyst,BlueLabs,District of Columbia,Washington,49560,77573,4.6,2020-05-06,2020-06-06,FULL_TIME
Data Scientist Machine Learning,Leidos,Virginia,Arlington,79841,132203,3.4,2020-05-05,2020-06-06,FULL_TIME
Data Engineer,BOEING,Virginia,Arlington,98717,107058,3.6,2020-05-05,2020-06-06,FULL_TIME
Senior Data Scientist,West Creek Financial,District of Columbia,Washington,90000,150000,4.6,2020-04-30,2020-06-06,FULL_TIME
Senior Data Engineer,Novetta,Virginia,Reston,67104,126644,4.1,2020-04-30,2020-06-06,FULL_TIME
Senior Manager - Data Acquisition & Partnerships,ID.me,Virginia,McLean,135546,160387,3.3,2020-04-30,2020-06-06,FULL_TIME
"Sr. Data Scientist (Arlington, VA)",Tiger Analytics,Virginia,Arlington,107484,147854,4.6,2020-04-25,2020-06-06,FULL_TIME
Data Scientist II,NCQA,District of Columbia,Washington,93726,109642,3.4,2020-04-30,2020-06-06,FULL_TIME
Junior Data Scientist,Ball Corporation,Virginia,Springfield,51237,86319,3.7,2020-05-03,2020-06-06,FULL_TIME
"Junior Data Scientist, Analytics",CGI,Virginia,Arlington,47514,82849,3.5,2020-05-02,2020-06-06,FULL_TIME
Data Scientist (Pipeline),Fannie Mae,District of Columbia,Washington,102316,140080,3.6,2020-04-28,2020-06-06,FULL_TIME
Senior Data Scientist,"IEM, Inc",Virginia,Arlington,88120,142006,3.3,2020-04-30,2020-06-06,FULL_TIME
Data Scientist - Senior Consultant,Guidehouse,District of Columbia,Washington,119363,190334,3.2,2020-05-06,2020-06-06,FULL_TIME
Data Engineer,Seen by Indeed,District of Columbia,Washington,81616,98428,0.0,2020-04-25,2020-06-06,FULL_TIME
Senior Data Scientist,"Discovery Communications, Inc.",Maryland,Silver Spring,123596,201900,3.4,2020-05-07,2020-06-06,FULL_TIME
"Data Scientist, Senior Consultant",Navigant Consulting,District of Columbia,Washington,52583,89114,3.2,2020-05-05,2020-06-06,FULL_TIME
Junior Data Scientist,Ball Metal Food Container Corp,Virginia,Springfield,57902,97793,3.1,2020-04-28,2020-06-06,FULL_TIME
Quantitative Analyst / Data Scientist - Opower Product Team,Oracle,Virginia,Arlington,78066,121530,3.5,2020-05-06,2020-06-06,FULL_TIME
Data Scientist Jr.,Optimal Solutions Group,Maryland,College Park,44646,65205,1.9,2020-04-28,2020-06-06,FULL_TIME
Junior Data Scientist,Metaphase Consulting,Virginia,Arlington,57207,100230,5.0,2020-05-06,2020-06-06,FULL_TIME
Senior Data Scientist,IT Resonance Inc.,Virginia,Alexandria,75749,127839,4.3,2020-04-28,2020-06-06,FULL_TIME
"Big Data Scientist, Senior Consultant",Guidehouse,District of Columbia,Washington,114275,182211,3.2,2020-05-07,2020-06-06,FULL_TIME
Data Scientist-Machine Learning,IBM Corporation,Virginia,Chantilly,84908,137197,3.7,2020-05-03,2020-06-06,FULL_TIME
"Social/Data Scientist, Military Personnel Analytics Team",Fors Marsh Group,Virginia,Arlington,99002,118901,3.7,2020-05-03,2020-06-06,FULL_TIME
Data Scientist- Secret Clearance,Deloitte,District of Columbia,Washington,83948,104429,3.9,2020-05-05,2020-06-06,FULL_TIME
Data Engineer / Scientist,CACI International,Virginia,McLean,62576,107487,3.5,2020-05-05,2020-06-06,FULL_TIME
Dr. Strange or Iron Man? (Data Scientist),The Interface Financial Group,Maryland,Bethesda,81591,118794,4.0,2020-04-28,2020-06-06,FULL_TIME
Junior Data Scientist,Ball Corporation / Ball Aerospace,Virginia,Springfield,56749,96904,3.7,2020-04-29,2020-06-06,PART_TIME
Data Scientist - Data Analyst Managing Consultant,Guidehouse,District of Columbia,Washington,90572,146769,3.2,2020-05-07,2020-06-06,FULL_TIME
Data Scientist Behavioral Biometrics,Premise,District of Columbia,Washington,90267,147703,3.9,2020-05-07,2020-06-06,FULL_TIME
Research Data Scientist,Institute for Justice,Virginia,Arlington,73993,116308,4.7,2020-04-30,2020-06-06,FULL_TIME
Sr. Data Scientist,Tiger Analytics,Virginia,Arlington,71181,120518,4.6,2020-05-01,2020-06-06,FULL_TIME
Intelligence Research Specialist (Data Scientist),US Department of Treasury,District of Columbia,Washington,47850,91297,3.6,2020-05-07,2020-06-06,PART_TIME
Senior Data Scientist,Fors Marsh Group,Virginia,Arlington,101722,141462,3.7,2020-04-30,2020-06-06,FULL_TIME
"Data Scientist, Public Sector",NVIDIA,District of Columbia,Washington,125977,198140,4.6,2020-05-05,2020-06-06,FULL_TIME
Computer Scientist / Data Analytic,D3 AIR AND SPACE OPERATIONS INC,District of Columbia,Washington,79334,113232,3.3,2020-04-25,2020-06-06,FULL_TIME
Senior Data Scientist,Ball Corporation,Virginia,Springfield,102050,165492,3.7,2020-05-03,2020-06-06,FULL_TIME
"AI Data Scientist - Machine Learning, Consultant",Guidehouse,District of Columbia,Washington,75937,126602,3.2,2020-05-01,2020-06-06,FULL_TIME
Senior Data Scientist,Leidos,Maryland,Bethesda,100231,162495,3.4,2020-05-04,2020-06-06,FULL_TIME
Supply Chain Data Scientist (GS 13 Equivalent),"Credence Management Solutions, LLC",District of Columbia,Washington,67991,98323,4.5,2020-05-05,2020-06-06,FULL_TIME
Senior Data Scientist,CareJourney,Virginia,Arlington,107905,129363,3.4,2020-05-06,2020-06-06,FULL_TIME
"Data Scientist, Lead",Booz Allen Hamilton Inc.,Virginia,Arlington,96151,159959,3.7,2020-05-06,2020-06-06,FULL_TIME
Site Manager - Data Scientist,SAIC,District of Columbia,Washington,54254,161480,3.6,2020-05-07,2020-06-06,FULL_TIME
Operations Research Analyst/Data Scientist,Veracity Engineering,District of Columbia,Washington,78194,101772,4.4,2020-05-02,2020-06-06,FULL_TIME
"Data Scientist, Lead",ManTech,Virginia,Alexandria,80890,135175,4.1,2020-05-01,2020-06-06,FULL_TIME
"AI Data Scientist Machine Learning, Consultant",Navigant Consulting,District of Columbia,Washington,39825,68554,3.2,2020-05-01,2020-06-06,FULL_TIME
"Data Scientist Machine Learning, Senior Consultant",Navigant Consulting,District of Columbia,Washington,47210,80337,3.2,2020-05-01,2020-06-06,FULL_TIME
Innovation Applied Data Scientist,Noblis,District of Columbia,Washington,75835,101374,4.0,2020-05-01,2020-06-06,FULL_TIME
Sr. Data Scientist,XOR Security,Virginia,Arlington,143172,149279,4.8,2020-05-01,2020-06-06,FULL_TIME
"Computational Data Scientist, Senior Consultant",Guidehouse,District of Columbia,Washington,114275,182211,3.2,2020-05-06,2020-06-06,FULL_TIME
NLP Data Scientist with Security Clearance,Resolvit,District of Columbia,Washington,75017,120728,4.2,2020-04-30,2020-06-06,FULL_TIME
Senior Data Scientist,GEICO,Maryland,Chevy Chase,85683,136550,3.3,2020-05-02,2020-06-06,FULL_TIME
"Data Scientist - Machine Learning, Senior Consultant",Navigant Consulting,District of Columbia,Washington,47210,80337,3.2,2020-04-24,2020-06-06,FULL_TIME
Senior Data Scientist,Ball Corporation / Ball Aerospace,Virginia,Springfield,123972,199679,3.7,2020-04-29,2020-06-06,PART_TIME
Director of Data Science,Hobsons,Virginia,Arlington,45119,94084,3.2,2020-05-02,2020-06-06,FULL_TIME
Lead Data Science Instructor,General Assembly,District of Columbia,Washington,113827,160706,3.6,2020-04-24,2020-06-06,PART_TIME
Sr. Data Engineer,Amazon,Virginia,Herndon,91919,141881,3.9,2020-04-25,2020-06-06,FULL_TIME
Senior Data Scientist - ML,Leidos,Virginia,Arlington,119402,192865,3.4,2020-05-06,2020-06-06,FULL_TIME
"Computational Data Scientist, Senior Consultant",Navigant Consulting,District of Columbia,Washington,52583,89114,3.2,2020-04-24,2020-06-06,FULL_TIME
Senior Data Scientist,"Applied Research Associates, Inc.",Virginia,Fort Belvoir,90864,148646,3.7,2020-04-26,2020-06-06,FULL_TIME
Data Scientist 1,Optimal Solutions Group,Maryland,College Park,62560,88486,1.9,2020-04-28,2020-06-06,FULL_TIME
Data Engineer,NT Concepts,Virginia,Vienna,66263,75135,3.6,2020-05-01,2020-06-06,FULL_TIME
"Data Scientist, Washington, DC. US ID","Cherokee Nation Businesses, LLC",District of Columbia,Washington,72762,121191,3.2,2020-05-01,2020-06-06,FULL_TIME
Data Scientist - Senior (DIAP),Celestar Corporation,District of Columbia,Washington,111628,138800,4.0,2020-04-28,2020-06-06,FULL_TIME
Staff Data Scientist,Northrop Grumman,Virginia,McLean,126211,200405,3.7,2020-05-07,2020-06-06,FULL_TIME
Cybersecurity Data Scientist,Booz Allen Hamilton Inc.,District of Columbia,Washington,76023,85673,3.7,2020-05-05,2020-06-06,FULL_TIME
Sr Data Scientist,IT Resonance Inc,Virginia,Alexandria,75749,127839,4.3,2020-04-28,2020-06-06,FULL_TIME
Federal - Data Scientist - Senior,Solekai Systems Corp,Virginia,Arlington,105356,168854,4.2,2020-05-06,2020-06-06,FULL_TIME
Senior Data Scientist,"Metronome, LLC",Virginia,Springfield,118610,155256,3.2,2020-05-06,2020-06-06,FULL_TIME
Data Scientist Outreach Coordinator,Computercraft,Maryland,Bethesda,59001,89770,5.0,2020-04-24,2020-06-06,FULL_TIME
Data Scientist Manager,NIH,Maryland,Bethesda,93846,117891,4.2,2020-04-29,2020-06-06,FULL_TIME
Principal Data Scientist,Microsoft Corporation,Virginia,Reston,126167,194619,4.3,2020-05-07,2020-06-06,FULL_TIME
"Big Data Engineer, Analytics",Peraton,Virginia,Chantilly,84247,97443,3.4,2020-04-28,2020-06-06,FULL_TIME
Data Modeler/Data Scientist,Royce Geospatial,Virginia,Springfield,96182,114131,5.0,2020-04-25,2020-06-06,FULL_TIME
MEDLOG Data Scientist,CAMRIS International,Virginia,Arlington,79170,131880,3.9,2020-05-01,2020-06-06,FULL_TIME
Senior Data Scientist,CGI,Virginia,Fairfax,96043,156678,3.5,2020-05-06,2020-06-06,FULL_TIME
Data Scientist II,"NCI Information Systems, Inc.",Virginia,Reston,61664,103785,3.4,2020-05-01,2020-06-06,FULL_TIME
Data Scientist with Machine Learning (Senior) - TS/SCI with Poly,Leidos,Virginia,McLean,100668,119871,3.4,2020-05-07,2020-06-06,FULL_TIME
Mid-level Data Scientist/Data Analyst (SAS),22nd Century Technologies,Virginia,Arlington,101963,122280,3.7,2020-04-24,2020-06-06,FULL_TIME
Senior Data Scientist - Entertainment and Media Industry Opportunity,Discovery Communications,Maryland,Silver Spring,123596,201900,3.4,2020-05-06,2020-06-06,FULL_TIME
Mission Data Scientist,Booz Allen Hamilton Inc.,Virginia,Alexandria,60508,103578,3.7,2020-05-07,2020-06-06,FULL_TIME
Sr. Data Scientist w TS/SCI and polygraph,Leidos,Maryland,Bethesda,100668,119871,3.4,2020-05-07,2020-06-06,FULL_TIME
Senior Data Scientist/Data Analyst (SAS) - 73,Huntington Ingalls Industries,Virginia,Arlington,83655,138864,3.7,2020-04-29,2020-06-06,FULL_TIME
Senior Data Scientist,Ball Metal Food Container Corp,Virginia,Springfield,99191,160887,3.1,2020-04-28,2020-06-06,FULL_TIME
"Operations Research Data Scientist, Lead",Booz Allen Hamilton Inc.,Virginia,McLean,102340,155622,3.7,2020-05-07,2020-06-06,FULL_TIME
Data Scientist (Journeyman) - TS/SCI with Poly,Leidos,Virginia,McLean,96289,113657,3.4,2020-05-07,2020-06-06,FULL_TIME
Data Assimilation Scientist,"Global Science &amp;amp; Technology, Inc.",Maryland,College Park,72535,102174,3.3,2020-04-30,2020-06-06,FULL_TIME
Data Engineer,Mount Indie,District of Columbia,Washington,83949,100884,5.0,2020-05-01,2020-06-06,FULL_TIME
"Mission Data Scientist, Senior",Booz Allen Hamilton Inc.,Virginia,Springfield,90883,149936,3.7,2020-05-07,2020-06-06,FULL_TIME
Security Data Scientist,Amazon,Virginia,Herndon,95511,149261,3.9,2020-05-01,2020-06-06,FULL_TIME
"Data Scientist, Junior",Booz Allen Hamilton Inc.,Virginia,Arlington,78811,119521,3.7,2020-05-06,2020-06-06,FULL_TIME
Data Engineer,Facebook,District of Columbia,Washington,86501,153110,4.4,2020-05-06,2020-06-06,FULL_TIME
Data Analyst - Healthcare,BlueLabs,District of Columbia,Washington,49560,77573,4.6,2020-05-06,2020-06-06,FULL_TIME
"Sr. Data Scientist - Corporate@ Arlington, Virginia",CEDENT,Virginia,Arlington,115391,156917,0.0,2020-05-06,2020-06-06,FULL_TIME
Data Science Analyst,Fannie Mae,District of Columbia,Washington,92923,121154,3.6,2020-04-24,2020-06-06,FULL_TIME
Data Scientist Machine Learning with Security Clearance,Leidos,Virginia,Arlington,79841,132203,3.4,2020-04-29,2020-06-06,FULL_TIME
Senior Data Scientist - ML with Security Clearance,Leidos,Virginia,Arlington,119402,192865,3.4,2020-04-30,2020-06-06,FULL_TIME
Data Analyst,Booz Allen Hamilton Inc.,Virginia,Arlington,50831,91504,3.7,2020-05-06,2020-06-06,FULL_TIME
"Sr. Data Scientist - Corporate@ Arlington, Virginia (Arlington",Cedent Consulting,Virginia,Arlington,118610,155256,3.3,2020-05-06,2020-06-06,FULL_TIME
Big Data Engineer,Freddie Mac,Virginia,McLean,58474,111618,3.8,2020-05-07,2020-06-06,PART_TIME
Data Scientist - Active TS/SCI Required,Leidos Holdings Inc.,Maryland,Suitland,83956,138438,3.4,2020-04-25,2020-06-06,FULL_TIME
Principal Data Scientist,GEICO,Maryland,Chevy Chase,103866,170229,3.3,2020-05-02,2020-06-06,FULL_TIME
Sr. Manager - Management Accounting (Data Scientist) (Advanced Analytics),Lidl,Virginia,Arlington,115563,136089,3.3,2020-04-30,2020-06-06,FULL_TIME
Data Scientist (SME) - TS/SCI w/ Poly Required,Leidos,Virginia,Reston,85079,107525,3.4,2020-05-07,2020-06-06,FULL_TIME
"Senior Associate, Federal Data Scientist",KPMG,Virginia,Mc Lean,73663,121664,3.8,2020-04-24,2020-06-06,FULL_TIME
Data Engineer,CIA,District of Columbia,Washington,94452,110632,3.7,2020-05-01,2020-06-06,FULL_TIME
Full Stack Data Scientist,Booz Allen Hamilton Inc.,Maryland,Fort Meade,62185,106674,3.7,2020-05-06,2020-06-06,FULL_TIME
Data Engineer,Analytica,District of Columbia,Washington,66318,75135,3.7,2020-04-28,2020-06-06,FULL_TIME
ORA/Data Scientist - AVAILABLE IMMEDIATELY,"Systems Planning and Analysis, Inc.",Virginia,Alexandria,67061,112337,3.9,2020-05-01,2020-06-06,FULL_TIME
Data Scientist with TS/SCI Clearance,General Dynamics,Virginia,Springfield,76560,126215,3.5,2020-05-01,2020-06-06,FULL_TIME
Sr. Analyst - Management Accounting (Data Scientist) (Advanced Analytics),Lidl,Virginia,Arlington,72195,84756,3.3,2020-04-30,2020-06-06,FULL_TIME
Data Engineer,CACI International,District of Columbia,Washington,85799,99235,3.5,2020-05-06,2020-06-06,FULL_TIME
Data Scientist (Journeyman),Berico Technologies,Virginia,Springfield,95950,157205,3.5,2020-05-03,2020-06-06,FULL_TIME
Data Scientist (Senior),Salient CRGT,Virginia,McLean,100717,140195,2.5,2020-05-05,2020-06-06,FULL_TIME
"Junior Data Scientist, Engineering",CGI,Virginia,Arlington,47514,82849,3.5,2020-05-06,2020-06-06,FULL_TIME
Senior Data Engineer,Capital One,Virginia,Vienna,111787,123290,3.8,2020-05-05,2020-06-06,FULL_TIME
Big Data GIS Scientist,BAE Systems USA,Virginia,Sterling,61388,126533,3.6,2020-05-01,2020-06-06,FULL_TIME
Data Engineer,"Electronic Consulting Services, Inc.",District of Columbia,Washington,53631,103002,3.5,2020-05-06,2020-06-06,FULL_TIME
"Data Scientist-Alexandria, VA-1674 - Alexandria, VA with Security Clearance","DirectViz, LLC",Virginia,Alexandria,76994,128642,3.1,2020-04-29,2020-06-06,FULL_TIME
"Data Scientist-Alexandria, VA-1674 - Alexandria, VA with Security Clearance","DirectViz, LLC",Virginia,Alexandria,76994,128642,3.1,2020-04-29,2020-06-06,FULL_TIME
Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph),LMI,Virginia,McLean,79571,130402,3.9,2020-04-30,2020-06-06,FULL_TIME
Data Scientist SME - Secret/Uncleared,NCI Information Systems Inc.,Virginia,Reston,88809,145826,3.4,2020-05-07,2020-06-06,FULL_TIME
"Data Scientist-Alexandria, VA","DirectViz Solutions, LLC",Virginia,Alexandria,76994,128642,3.1,2020-04-30,2020-06-06,FULL_TIME
Data Engineer,"Meridian Technologies, Inc.",Virginia,Arlington,58568,111223,4.0,2020-05-05,2020-06-06,FULL_TIME
Data Scientist (SME) - TS/SCI w/ Poly Required with Security Clearance,Leidos,Virginia,Reston,92606,150217,3.4,2020-05-03,2020-06-06,FULL_TIME
Data Product Owner,Tiger Analytics,Virginia,Arlington,88561,104720,4.6,2020-05-02,2020-06-06,FULL_TIME
Part Time Data Science Instructor,Data Society,District of Columbia,Washington,36583,64648,2.5,2020-05-02,2020-06-06,PART_TIME
Data Scientist with Security Clearance,Jacobs,Virginia,Vienna,73955,122038,3.6,2020-05-02,2020-06-06,FULL_TIME
Data Scientist II - Secret/Uncleared,NCI Information Systems Inc.,Virginia,Reston,61664,103785,3.4,2020-05-07,2020-06-06,FULL_TIME
Data Scientist - Active Top Secret is required,"VISUAL SOFT, INC",Virginia,Chantilly,79171,126697,4.1,2020-05-02,2020-06-06,FULL_TIME
Data Scientist (SME) - TS/SCI with Polygraph,LMI,Virginia,McLean,83421,136158,3.9,2020-04-24,2020-06-06,FULL_TIME
"Data Scientist, Senior",Jacobs,Virginia,McLean,126941,188349,3.6,2020-04-30,2020-06-06,FULL_TIME
Data Engineer,Akima Management Services,District of Columbia,Washington,100365,123718,3.2,2020-05-05,2020-06-06,FULL_TIME
Electronic Warfare Data Scientist,Johns Hopkins University Applied Physics Laboratory,Maryland,Laurel,100000,160000,4.5,2020-05-02,2020-06-06,FULL_TIME
Data Analyst II,American Institutes for Research,District of Columbia,Washington,74512,87717,3.1,2020-05-06,2020-06-06,FULL_TIME
Data Architect,Theta,District of Columbia,Washington,127839,160487,4.6,2020-05-01,2020-06-06,FULL_TIME
Manager - Management Accounting (Data Scientist) (Advanced Analytics),Lidl,Virginia,Arlington,100443,118161,3.3,2020-04-30,2020-06-06,FULL_TIME
Senior Statistician/Data Scientist,Parsons Corporation,Virginia,Springfield,112491,181238,3.6,2020-05-01,2020-06-06,FULL_TIME
Data Engineer,AE Strategies,Virginia,Alexandria,67559,122821,4.8,2020-05-07,2020-06-06,FULL_TIME
Sr. Data Scientist,Optimal Solutions Group,Maryland,College Park,97039,140342,1.9,2020-04-28,2020-06-06,FULL_TIME
"Data Engineer, Senior Consultant",Guidehouse,District of Columbia,Washington,106284,191206,3.2,2020-05-07,2020-06-06,FULL_TIME
Statistician/Data Scientist,S2 Analytical Solutions LLC,Virginia,Springfield,81591,118794,3.6,2020-05-01,2020-06-06,FULL_TIME
Data Analyst,Sentar,Maryland,Annapolis Junction,66718,87639,4.0,2020-04-24,2020-06-06,FULL_TIME
PM-Sr Data Scientist,BAE Systems USA,Virginia,McLean,98220,160136,3.6,2020-04-28,2020-06-06,FULL_TIME
Data Engineer,ECS Corporate Services,District of Columbia,Washington,49576,90311,3.6,2020-04-28,2020-06-06,FULL_TIME
Senior Outreach Data Scientist,Salient CRGT,Virginia,McLean,100717,140195,2.5,2020-05-05,2020-06-06,FULL_TIME
Data Scientist SME with Security Clearance,NCI Information Systems Inc.,Virginia,Reston,88809,145826,3.4,2020-05-06,2020-06-06,FULL_TIME
Data Engineer (Top Secret),Datastrong,District of Columbia,Washington,99399,117348,5.0,2020-05-01,2020-06-06,FULL_TIME
Data Scientist II with Security Clearance,NCI Information Systems Inc.,Virginia,Reston,61664,103785,3.4,2020-05-06,2020-06-06,FULL_TIME
Data Engineer,Booz Allen Hamilton Inc.,Virginia,Arlington,58824,112227,3.7,2020-05-02,2020-06-06,FULL_TIME
"Data Scientist, Senior",TENICA and Associates LLC,Virginia,Springfield,118610,155256,3.1,2020-04-29,2020-06-06,FULL_TIME
"Principal Imaging Data Scientist | MD - Gaithersburg, UK - Cambridge, SE - Gothenburg",HopHR,Maryland,Gaithersburg,135571,168508,0.0,2020-05-05,2020-06-06,FULL_TIME
ISR Mission Analytics/Data Scientist - TS/SCI,IBM,Virginia,Reston,92770,122696,3.7,2020-05-06,2020-06-06,FULL_TIME
Data Engineer,steampunk,Virginia,McLean,108661,121684,4.5,2020-05-06,2020-06-06,FULL_TIME
"Data Engineer, Senior Consultant",Navigant Consulting,District of Columbia,Washington,53880,99408,3.2,2020-05-07,2020-06-06,FULL_TIME
Data Scientist- Clearance Required,Akima Management Services,Virginia,Arlington,73030,106117,3.2,2020-04-28,2020-06-06,FULL_TIME
Data Scientist with TS/SCI Clearance,General Dynamics Information Technology,Virginia,Springfield,65807,109751,3.4,2020-04-24,2020-06-06,FULL_TIME
Data Scientist with Security Clearance,Leidos,Virginia,Springfield,75548,126751,3.4,2020-04-25,2020-06-06,FULL_TIME
Data Visualization Developer - Data Scientist (TS/SCI w/ Poly),LMI,Virginia,Herndon,70408,117126,3.9,2020-05-05,2020-06-06,FULL_TIME
"Director, Data Protection",Ipsos,District of Columbia,Washington,103105,120956,3.2,2020-05-07,2020-06-06,FULL_TIME
Data Scientist TOP SECRET CLEARANCE REQUIRED,Leidos Holdings Inc.,Virginia,Chantilly,75548,126751,3.4,2020-04-27,2020-06-06,FULL_TIME
Senior Engineer - Machine Learning and Data Science,Thornton Tomasetti,District of Columbia,Washington,115429,147976,3.7,2020-05-07,2020-06-06,FULL_TIME
Data Engineer,NJVC,Virginia,Springfield,88931,162342,3.1,2020-05-07,2020-06-06,FULL_TIME
"Principal Data Scientist - statistical modeling | MD - Gaithersburg, UK - Cambridge, SE - Gothenburg",HopHR,Maryland,Gaithersburg,135571,168508,0.0,2020-04-24,2020-06-06,FULL_TIME
Sr. Data Scientist with Security Clearance,Jacobs,Virginia,Vienna,115328,185609,3.6,2020-05-02,2020-06-06,FULL_TIME
Insider Threat Data Scientist,Noblis,Virginia,Reston,75835,101374,4.0,2020-04-28,2020-06-06,FULL_TIME
Data Scientist (mid level),Leidos,Virginia,McLean,85079,107525,3.4,2020-04-29,2020-06-06,FULL_TIME
Data Analyst,Transaction Network Services,Virginia,Reston,54802,94357,3.2,2020-05-05,2020-06-06,FULL_TIME
Federal - Big Data Engineer,Accenture,District of Columbia,Washington,68275,120716,3.8,2020-04-25,2020-06-06,FULL_TIME
Data Scientist (Mid-Level),IT Resonance Inc.,Virginia,Alexandria,58322,100095,4.3,2020-04-28,2020-06-06,FULL_TIME
Senior Data Scientist - Polygraph,CGI,Virginia,Chantilly,96043,156678,3.5,2020-05-06,2020-06-06,FULL_TIME
Analyst / Data Scientist with Security Clearance,ALL NATIVE GROUP,Virginia,Fairfax,67581,115242,2.7,2020-04-29,2020-06-06,FULL_TIME
"Senior Imaging Data Scientist | MD - Maryland, UK - Cambridge, SE - Gothenburg",HopHR,Maryland,Gaithersburg,111590,141805,0.0,2020-04-28,2020-06-06,FULL_TIME
Federal - Senior Big Data Engineer,Accenture,District of Columbia,Washington,63056,116635,3.8,2020-04-26,2020-06-06,FULL_TIME
Data Science Analyst III,Fannie Mae,District of Columbia,Washington,63773,144883,3.6,2020-05-05,2020-06-06,FULL_TIME
Data Engineer,CGI,Virginia,Arlington,50022,97681,3.5,2020-05-02,2020-06-06,FULL_TIME
Data Scientist (Data Science),Boeing,Maryland,Annapolis Junction,87860,138824,3.6,2020-04-25,2020-06-06,FULL_TIME
Senior Data Engineer,Ippon Technologies,District of Columbia,Washington,90226,114560,4.5,2020-05-06,2020-06-06,FULL_TIME
"AI Data Engineer, Senior Consultant",Navigant Consulting,District of Columbia,Washington,48129,91683,3.2,2020-05-01,2020-06-06,FULL_TIME
Data Engineer,"Aurotech, Inc.",Maryland,Silver Spring,83940,101403,3.1,2020-05-05,2020-06-06,FULL_TIME
"AI UI Web App Developer - Data Science, Senior Consultant",Guidehouse,District of Columbia,Washington,93436,175044,3.2,2020-05-03,2020-06-06,FULL_TIME
Senior Data Engineer - Data Quality and Monitoring,Freddie Mac,Virginia,McLean,101219,125827,3.8,2020-04-24,2020-06-06,PART_TIME
Senior Data Engineer,Aquicore,District of Columbia,Washington,104987,116952,4.2,2020-05-06,2020-06-06,FULL_TIME
Data Engineer/Analyst,Association Analytics Inc,Virginia,Arlington,99245,167278,3.4,2020-05-03,2020-06-06,FULL_TIME
