Job_title,Company,State,City,Min_Salary,Max_Salary,Rating,Date_Posted,Valid_until,Job_Type
Senior Data Scientist - Underwriting Algorithms,Faire,California,San Francisco,151875,170407,4.3,2020-05-06,2020-06-05,FULL_TIME
Data Scientist,GovTech,California,San Francisco,78594,147225,3.6,2020-05-01,2020-06-05,FULL_TIME
Data Scientist,Triplebyte,California,San Francisco,145000,225000,3.6,2020-04-28,2020-06-05,FULL_TIME
Data Scientist,Notion Labs,California,San Francisco,105765,142959,5.0,2020-05-04,2020-06-05,FULL_TIME
Data Scientist,Seen by Indeed,California,San Francisco,110377,143329,0.0,2020-04-25,2020-06-05,FULL_TIME
Senior Data Scientist,Autodesk,California,San Francisco,163578,182543,4.0,2020-05-01,2020-06-05,FULL_TIME
Data Scientist,Formation,California,San Francisco,119642,135250,3.1,2020-04-29,2020-06-05,FULL_TIME
Director of Data,Strava,California,San Francisco,84400,167186,4.4,2020-05-05,2020-06-05,FULL_TIME
Data Scientist,Duetto,California,San Francisco,108809,173353,4.4,2020-04-24,2020-06-05,FULL_TIME
Data Scientist,Demandbase,California,San Francisco,148171,160387,4.5,2020-04-29,2020-06-05,FULL_TIME
Data Scientist - Financials Team,Balyasny Asset Management,California,San Francisco,175846,278436,3.8,2020-05-01,2020-06-05,FULL_TIME
"Associate Director, Data Science",Veracyte,California,South San Francisco,105899,139956,3.5,2020-04-24,2020-06-05,FULL_TIME
Data Scientist,Centraprise,California,Foster City,116415,143186,4.2,2020-05-02,2020-06-05,FULL_TIME
Data Scientist,Upstart,California,San Mateo,124204,139717,4.0,2020-04-24,2020-06-05,FULL_TIME
Data Scientist - Health Data Analytics,Nuna,California,San Francisco,123766,139185,4.2,2020-04-28,2020-06-05,FULL_TIME
Senior Data Engineer,Scoop,California,San Francisco,131965,161310,4.7,2020-04-25,2020-06-05,FULL_TIME
Staff Data Scientist,Strivr,California,Palo Alto,117566,188203,4.7,2020-04-30,2020-06-05,FULL_TIME
Data Scientist,Unlearn.AI,California,San Francisco,114160,146775,5.0,2020-05-01,2020-06-05,FULL_TIME
Data Scientist,Turn/River Capital,California,San Francisco,110377,145200,5.0,2020-04-30,2020-06-05,FULL_TIME
Data Scientist,University of California San Francisco,California,San Francisco,86334,138021,4.0,2020-04-29,2020-06-05,FULL_TIME
Data Analyst - Asset Management,Maximus Real Estate Partners,California,San Francisco,111709,136321,4.3,2020-04-28,2020-06-05,FULL_TIME
Data Engineer,Rocket Lawyer,California,San Francisco,116784,118008,3.5,2020-04-23,2020-06-05,FULL_TIME
Data Scientist,Descript,California,San Francisco,112157,149698,4.3,2020-05-02,2020-06-05,FULL_TIME
"Data Scientist/Engineer (R code, AWS, Big Data)",Medidata Solutions,California,San Francisco,96286,156031,4.3,2020-04-25,2020-06-05,FULL_TIME
Data Scientist,Divvy Homes,California,San Francisco,117551,142421,0.0,2020-05-01,2020-06-05,FULL_TIME
Data Scientist,Ready Responders,California,San Francisco,94891,154577,4.6,2020-04-24,2020-06-05,FULL_TIME
Data Scientist,Amazon,California,San Francisco,104205,165781,3.9,2020-05-01,2020-06-05,FULL_TIME
Data Scientist,MasterClass,California,San Francisco,119642,138312,3.8,2020-04-25,2020-06-05,FULL_TIME
Data Scientist (Warehouse Automation),SoftBank Robotics,California,San Francisco,114825,153844,3.5,2020-05-06,2020-06-05,FULL_TIME
Data Scientist,Lilt,California,San Francisco,84802,114965,3.9,2020-05-02,2020-06-05,FULL_TIME
Data Scientist,RiskIQ,California,San Francisco,119642,138312,4.0,2020-05-05,2020-06-05,FULL_TIME
Senior Software Engineer - Revenue Data Platform (Revenue Platform),Twitter,California,San Francisco,161055,180140,4.0,2020-04-30,2020-06-05,FULL_TIME
Senior Data Engineer,Upwork,California,San Francisco,151646,156286,3.7,2020-05-02,2020-06-05,FULL_TIME
Data Scientist,Brightidea,California,San Francisco,119642,138312,4.3,2020-04-24,2020-06-05,FULL_TIME
Data Scientist,Trace Data,California,Oakland,105388,135245,3.9,2020-05-01,2020-06-05,FULL_TIME
Data Scientist,Nomis Solutions,California,Brisbane,118964,187172,3.8,2020-04-23,2020-06-05,FULL_TIME
Data Scientist,Observable,California,San Francisco,110377,143329,0.0,2020-05-01,2020-06-05,FULL_TIME
Data Scientist,Eaze,California,San Francisco,89300,144413,3.6,2020-04-23,2020-06-05,FULL_TIME
Data Analyst,Duetto,California,San Francisco,61655,115933,4.4,2020-04-23,2020-06-05,FULL_TIME
Data Science Manager- Health,Twitter,California,San Francisco,171792,206772,4.0,2020-04-30,2020-06-05,FULL_TIME
Data Scientist,Mackin,California,Menlo Park,109941,146400,3.1,2020-05-05,2020-06-05,FULL_TIME
Data Scientist,Appen,California,San Francisco,71317,110221,3.5,2020-04-28,2020-06-05,FULL_TIME
Data Scientist,Schlumberger,California,Berkeley,105544,167398,3.5,2020-04-25,2020-06-05,FULL_TIME
"Data Scientist, Machine Learning - Game Matchmaking",Roblox,California,San Mateo,105112,137701,4.4,2020-05-02,2020-06-05,FULL_TIME
"Data Scientist, Forecasting",Geli,California,San Francisco,108867,138423,2.7,2020-05-06,2020-06-05,FULL_TIME
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",Genentech,California,South San Francisco,162444,186754,3.9,2020-05-05,2020-06-05,FULL_TIME
Data Scientist,Sartorius,California,Fremont,81531,130888,3.4,2020-05-05,2020-06-05,FULL_TIME
Data Scientist - Statistician,Aclima,California,San Francisco,116415,145067,4.1,2020-04-29,2020-06-05,FULL_TIME
Senior Data Analyst,Vida (CA),California,San Francisco,96086,118639,3.2,2020-04-24,2020-06-05,FULL_TIME
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",Mentor Graphics,California,Fremont,90195,168427,4.1,2020-04-25,2020-06-05,FULL_TIME
Data Scientist,TECHNOCRAFT Solutions,California,San Ramon,70581,107616,3.6,2020-04-28,2020-06-05,FULL_TIME
Marketing Data Analyst,ForgeRock,California,San Francisco,70175,126786,3.8,2020-04-27,2020-06-05,FULL_TIME
Expert Data Scientist (Flexible,PG&amp;amp;E Corporation,California,San Francisco,120706,188974,3.3,2020-05-06,2020-06-05,FULL_TIME
"Principal Data Engineer, Data Platform & Insights",Autodesk,California,San Francisco,137948,157613,4.0,2020-04-30,2020-06-05,FULL_TIME
Research Data Scientist,TRM Labs,California,San Francisco,105765,142959,5.0,2020-05-01,2020-06-05,FULL_TIME
Data Analyst - Finance & Platform Analytics,Twitch,California,San Francisco,103560,121338,3.5,2020-04-24,2020-06-05,FULL_TIME
Data Scientist,Navio,California,San Mateo,110377,145200,0.0,2020-04-29,2020-06-05,PART_TIME
Data Scientist,Entefy,California,Palo Alto,111713,133008,4.3,2020-04-25,2020-06-05,FULL_TIME
Data Analyst,"VDart, Inc.",California,San Francisco,54616,100599,3.9,2020-04-24,2020-06-05,FULL_TIME
Data Analyst,Doximity,California,San Francisco,87422,100274,4.5,2020-05-05,2020-06-05,FULL_TIME
Data Scientist,Snowflake,California,San Mateo,121720,193713,4.0,2020-04-25,2020-06-05,FULL_TIME
Data Scientist,Facebook,California,Fremont,110887,155985,4.4,2020-05-02,2020-06-05,FULL_TIME
Business Intelligence - Data Analyst,Credible,California,San Francisco,46343,91856,4.3,2020-05-01,2020-06-05,FULL_TIME
Data Scientist,Quantifind,California,Menlo Park,136562,163387,4.3,2020-04-25,2020-06-05,FULL_TIME
Data Analyst,Seen by Indeed,California,San Francisco,72951,110623,0.0,2020-04-25,2020-06-05,FULL_TIME
Data Analyst,The Climate Corporation,California,San Francisco,60261,111313,3.2,2020-05-01,2020-06-05,FULL_TIME
"Data Scientist, Relevancy Ranking Algorithms - 6 Month Contract Position",Getty Images,California,San Francisco,107496,172644,2.9,2020-04-30,2020-06-05,CONTRACTOR
Senior Data Analyst,Demandbase,California,San Francisco,116569,160387,4.5,2020-04-23,2020-06-05,FULL_TIME
Senior Data Engineer (Python / SQL / Informatica),Castlight Health,California,San Francisco,104992,188419,3.8,2020-05-02,2020-06-05,FULL_TIME
Data Scientist / Engineer,TCG,California,San Francisco,79835,129728,4.9,2020-05-05,2020-06-05,FULL_TIME
Data Scientist - Capacity Engineering,Twitter,California,San Francisco,121232,147173,4.0,2020-04-29,2020-06-05,FULL_TIME
Senior Data Scientist - Experimentation and Causal Inference,Twitter,California,San Francisco,168311,173459,4.0,2020-04-28,2020-06-05,FULL_TIME
"Vice President, Biometrics and Clinical Data Management",Alector,California,South San Francisco,171476,241903,5.0,2020-04-25,2020-06-05,FULL_TIME
Data Engineer,Seen by Indeed,California,San Francisco,100959,124595,0.0,2020-04-25,2020-06-05,FULL_TIME
Data Scientist - Deep Learning,The Climate Corporation,California,San Francisco,129173,141871,3.2,2020-04-30,2020-06-05,FULL_TIME
Data Journalist,Sony PlayStation,California,San Mateo,63147,84252,3.4,2020-04-29,2020-06-05,FULL_TIME
Data Scientist - Merch Scenarios,Stitch Fix,California,San Francisco,156592,192752,3.3,2020-05-01,2020-06-05,FULL_TIME
Data Analyst,TargetX,California,Oakland,63127,113436,3.7,2020-04-30,2020-06-05,FULL_TIME
Lead Data Scientist,Philo,California,San Francisco,149534,187436,4.7,2020-04-30,2020-06-05,FULL_TIME
Senior Data Scientist (Flexible,PG&amp;amp;E Corporation,California,San Francisco,134842,210433,3.3,2020-05-05,2020-06-05,FULL_TIME
"Data Analyst, Content",The Athletic Media Company,California,San Francisco,61453,91080,4.4,2020-04-25,2020-06-05,FULL_TIME
Data Scientist - Fraud,Stitch Fix,California,San Francisco,156592,192752,3.3,2020-05-06,2020-06-05,FULL_TIME
Data Scientist,Sunvalleytek International Inc.,California,Fremont,80568,131337,3.7,2020-05-03,2020-06-05,FULL_TIME
Data Scientist: Deep Learning & NLP,Allstate,California,Redwood City,100293,158142,3.4,2020-05-01,2020-06-05,FULL_TIME
Data Scientist / Product Analyst,ClassDojo,California,San Francisco,130122,154279,4.3,2020-04-23,2020-06-05,FULL_TIME
Senior Data Scientist,Chime,California,San Francisco,137951,215669,4.7,2020-05-06,2020-06-05,FULL_TIME
Data Analyst,The Voleon Group,California,Berkeley,63184,114053,4.8,2020-05-05,2020-06-05,FULL_TIME
"Marketing Data Scientist, Ecosystem",Atlassian,California,San Francisco,137857,181221,4.3,2020-04-28,2020-06-05,FULL_TIME
Motif Capital - Data Scientist,Motif Investing,California,San Mateo,106354,169902,2.8,2020-04-25,2020-06-05,FULL_TIME
Data Scientist - 64922BR,Aetna,California,San Francisco,84224,134675,3.3,2020-05-05,2020-06-05,FULL_TIME
Data Scientist - ML Engineering,Stitch Fix,California,San Francisco,150999,241901,3.3,2020-05-06,2020-06-05,FULL_TIME
"Data Science Engineering, Machine Learning",MuleSoft,California,San Francisco,99020,121175,4.3,2020-04-29,2020-06-05,OTHER
Data Scientist - Stylist Algorithms,Stitch Fix,California,San Francisco,156592,192752,3.3,2020-05-06,2020-06-05,FULL_TIME
Data Analyst – University Graduate,PayPal,California,San Francisco,85036,111102,3.8,2020-04-24,2020-06-05,FULL_TIME
Data Scientist (Contract),"PsiNapse Technology, Ltd.",California,Oakland,116415,145067,4.6,2020-04-23,2020-06-05,CONTRACTOR
"Data Scientist, Charging Data and Modeling",Tesla Motors,California,Palo Alto,97283,153957,3.4,2020-05-03,2020-06-05,FULL_TIME
Senior Data Engineer,Luminar Technologies,California,Palo Alto,125822,140691,3.9,2020-05-06,2020-06-05,FULL_TIME
Product Scientist (Data),Automattic,California,San Francisco,91694,147577,4.4,2020-05-06,2020-06-05,FULL_TIME
Data Scientist: Spatial Temporal Data Modeler,Aclima,California,San Francisco,119856,127909,4.1,2020-05-01,2020-06-05,FULL_TIME
Data Scientist - Market Analysis and Strategy,Genentech,California,South San Francisco,139145,162444,3.9,2020-05-05,2020-06-05,FULL_TIME
Senior Data Engineer,Figure Eight,California,San Francisco,129617,147726,3.9,2020-04-24,2020-06-05,FULL_TIME
Computational Toxicologist/Data Scientist - Safety Assessment,Genentech,California,South San Francisco,103753,140532,3.9,2020-05-05,2020-06-05,FULL_TIME
Senior Data Analyst,GSN Games,California,San Francisco,106259,132890,4.5,2020-05-05,2020-06-05,FULL_TIME
Data Scientist - Relocate to Washington D.C.,CIA,California,San Francisco,126320,159128,3.7,2020-05-01,2020-06-05,FULL_TIME
Data Analyst,Edmodo,California,San Mateo,82128,115721,3.8,2020-05-05,2020-06-05,FULL_TIME
Data Engineer,Ginger,California,San Francisco,102913,155464,4.1,2020-04-29,2020-06-05,FULL_TIME
Senior Data Scientist - Experimentation,DocuSign,California,San Francisco,166131,166131,4.5,2020-05-06,2020-06-05,FULL_TIME
"Senior Principal Data Scientist - Platform Applications Development, Personalized Healthcare (PHC)",Genentech,California,South San Francisco,106992,128207,3.9,2020-05-05,2020-06-05,FULL_TIME
"Data Scientist / Data Engineer (San Francisco, CA)",Thunder,California,San Francisco,82562,109734,4.2,2020-05-06,2020-06-05,FULL_TIME
"Senior Data Scientist - Real World Data, I2O, Personalized Healthcare (PHC)",Genentech,California,South San Francisco,162444,186754,3.9,2020-05-05,2020-06-05,FULL_TIME
"Data Scientist, Applied Machine Learning - Bay Area",Tempus Labs,California,Redwood City,95011,119195,3.0,2020-04-25,2020-06-05,FULL_TIME
"Data Scientist - Client Acquisitions, Visitor Experience",Stitch Fix,California,San Francisco,154074,192752,3.3,2020-04-25,2020-06-05,FULL_TIME
Data Engineer,Allstate,California,San Francisco,97656,112456,3.4,2020-05-06,2020-06-05,FULL_TIME
Staff Data Scientist,Slack,California,San Francisco,162015,187965,4.5,2020-05-06,2020-06-05,FULL_TIME
Sales Finance Data Analyst,Qualys,California,Foster City,90263,117216,2.7,2020-05-02,2020-06-05,FULL_TIME
Innovation Data Scientist,Swinerton Builders,California,Concord,106294,146553,4.1,2020-05-05,2020-06-05,FULL_TIME
Master Data Analyst,Ghirardelli Chocolate,California,San Leandro,40816,74974,3.5,2020-05-01,2020-06-05,FULL_TIME
Growth Scientist (Data),Automattic,California,San Francisco,91694,147577,4.4,2020-05-02,2020-06-05,FULL_TIME
Data Analyst,Juntos,California,San Carlos,62071,94180,0.0,2020-04-30,2020-06-05,FULL_TIME
Senior Data Scientist,Quantifind,California,Menlo Park,150691,151132,4.3,2020-05-01,2020-06-05,FULL_TIME
Data Research Scientists,CyberCube,California,San Francisco,112235,168045,5.0,2020-04-30,2020-06-05,FULL_TIME
Data Analyst - Community Health,Twitch,California,San Francisco,75065,136898,3.5,2020-05-02,2020-06-05,FULL_TIME
New Graduate – Enterprise Data & Analytics – Data Science Analyst,VMware,California,Palo Alto,64728,140383,4.2,2020-04-30,2020-06-05,FULL_TIME
"Data Scientist, Strategic Research and Analytics",Center for Sustainable,California,Oakland,95925,152004,2.7,2020-05-03,2020-06-05,FULL_TIME
"Data Scientist, DNA Product Operations",Twist Bioscience,California,South San Francisco,127615,141537,2.6,2020-04-23,2020-06-05,FULL_TIME
Machine Learning Engineer (Data),Automattic Inc.,California,San Francisco,102722,169761,4.4,2020-04-29,2020-06-05,FULL_TIME
Senior Data Scientist,Meraki,California,San Francisco,182816,201878,3.6,2020-05-01,2020-06-05,FULL_TIME
Data Scientist (Ad Operations),"Moloco, Inc.",California,Redwood City,110254,143206,4.4,2020-04-27,2020-06-05,FULL_TIME
Data Engineer,Skupos,California,San Francisco,83068,99451,5.0,2020-04-24,2020-06-05,FULL_TIME
"Data Science Engineering, Machine Learning",Salesforce,California,San Francisco,99020,121175,4.3,2020-04-29,2020-06-05,OTHER
"Sr. Data Scientist - Omics and Imaging, Personalized Healthcare (PHC)",Genentech,California,South San Francisco,162444,186754,3.9,2020-05-05,2020-06-05,FULL_TIME
"Data Scientist, Analytics",Facebook,California,Menlo Park,117464,156756,4.4,2020-05-01,2020-06-05,FULL_TIME
Growth Data Analyst,"OKCoin USA, Inc.",California,San Francisco,75619,109435,4.8,2020-04-25,2020-06-05,FULL_TIME
"Data Scientist, Calibra (Blockchain)",Facebook,California,Menlo Park,110887,155985,4.4,2020-05-06,2020-06-05,FULL_TIME
Data Scientist - Planning Algorithm Controller,Stitch Fix,California,San Francisco,135715,217630,3.3,2020-05-06,2020-06-05,FULL_TIME
Principal Data Scientist,Noblr,California,San Francisco,172401,208461,4.0,2020-04-24,2020-06-05,FULL_TIME
Data Science Solutions Engineer,PredictHQ,California,San Francisco,82025,150513,0.0,2020-05-06,2020-06-05,FULL_TIME
Principal Data Scientist,Windfall Data,California,San Francisco,172401,208461,0.0,2020-05-06,2020-06-05,FULL_TIME
Senior Data Scientist,Denali Therapeutics,California,South San Francisco,149267,180823,3.7,2020-05-06,2020-06-05,FULL_TIME
"Data Architect, Staff",Life360,California,San Francisco,152194,181709,3.9,2020-04-25,2020-06-05,FULL_TIME
Data Analytics Program Manager,Doximity,California,San Francisco,90477,119575,4.5,2020-04-28,2020-06-05,FULL_TIME
Data Analyst,Upstart,California,San Mateo,98222,149724,4.0,2020-05-05,2020-06-05,FULL_TIME
Senior Data Scientist,Cogitativo,California,Berkeley,149267,180823,5.0,2020-05-01,2020-06-05,FULL_TIME
"MD Radiologist - Imaging Data Scientist, Personalized Healthcare (PHC)",Genentech,California,South San Francisco,139145,162444,3.9,2020-05-05,2020-06-05,FULL_TIME
Senior Frontend/Full Stack Engineer (Data Science),Nylas,California,San Francisco,116569,192885,4.9,2020-04-23,2020-06-05,FULL_TIME
Data Analyst Contractor,Comfy,California,Oakland,82128,115721,4.3,2020-04-29,2020-06-05,CONTRACTOR
Associate Data Scientist,Lawrence Berkeley Lab,California,Berkeley,76622,83796,4.1,2020-04-25,2020-06-05,FULL_TIME
"Data Engineer, Analytics",Facebook,California,San Francisco,106690,178080,4.4,2020-04-28,2020-06-05,FULL_TIME
NLP Data Scientist,Aisera,California,Palo Alto,122982,135000,4.5,2020-05-01,2020-06-05,FULL_TIME
"Senior Data Scientist, Machine Learning (Multiple Teams)",DoorDash,California,San Francisco,104368,167338,3.9,2020-04-30,2020-06-05,FULL_TIME
"Senior Data Scientist, Analytics (Multiple Teams)",DoorDash,California,San Francisco,171258,190895,3.9,2020-04-27,2020-06-05,FULL_TIME
Data Engineer,Modern Health,California,San Francisco,100959,124595,5.0,2020-04-30,2020-06-05,FULL_TIME
"Data Scientist, Machine Learning",One Concern,California,Menlo Park,105765,142959,3.7,2020-04-30,2020-06-05,FULL_TIME
Data Engineer,Zypmedia,California,San Francisco,99278,122333,4.2,2020-05-01,2020-06-05,FULL_TIME
Data Science,Aible,California,Foster City,105765,142959,5.0,2020-05-02,2020-06-05,FULL_TIME
Data Scientist - Nationwide Opportunities,Amazon,California,Palo Alto,116995,150120,3.9,2020-05-01,2020-06-05,FULL_TIME
Data Analyst,Mindlance,California,San Francisco,59374,108548,3.9,2020-05-02,2020-06-05,FULL_TIME
Research Data Analyst,UC San Francisco,California,San Francisco,66742,95305,4.0,2020-04-29,2020-06-05,PART_TIME
"Sr. Data Scientist - Imaging, Personalized Healthcare (PHC)",Genentech,California,South San Francisco,162444,186754,3.9,2020-05-05,2020-06-05,FULL_TIME
"Senior Data Scientist, Machine Learning - Consumer & Merchant",DoorDash,California,San Francisco,94190,149509,3.9,2020-04-29,2020-06-05,FULL_TIME
"Sr. Data Engineer, Marketing",Slack,California,San Francisco,135860,231534,4.5,2020-04-23,2020-06-05,FULL_TIME
New Graduate - Enterprise Data & Analytics - Data Science Analyst,Vmware,California,Palo Alto,64728,140383,4.2,2020-05-02,2020-06-05,PART_TIME
Data Analyst,Gateway Learning Group,California,San Francisco,50150,88457,3.6,2020-05-05,2020-06-05,FULL_TIME
Senior Data Analyst- Product,Blue Owl,California,San Francisco,101249,132890,4.5,2020-04-30,2020-06-05,FULL_TIME
Data Analyst,SoftBank Robotics,California,San Francisco,79462,103186,3.5,2020-04-28,2020-06-05,FULL_TIME
Data Engineer,Survata,California,San Francisco,122157,154158,4.0,2020-05-06,2020-06-05,FULL_TIME
Senior Data Scientist - Generalist,FortressIQ,California,San Francisco,149267,180823,5.0,2020-05-02,2020-06-05,FULL_TIME
Data Management Engineer II,Genentech,California,South San Francisco,56410,116883,3.9,2020-05-05,2020-06-05,FULL_TIME
Data Engineer,BlueVoyant,California,San Francisco,100959,124595,4.2,2020-04-23,2020-06-05,FULL_TIME
"Data Scientist - Azure , Big Data, Python (Full Time Permanent JOB)","VDart, Inc.",California,San Ramon,84226,134679,3.9,2020-05-06,2020-06-05,FULL_TIME
"Director, Data Engineering",GSN Games,California,San Francisco,100385,142606,4.5,2020-05-05,2020-06-05,FULL_TIME
PTI Raw Materials Data Engineer / Sr. Data Engineer,Genentech,California,South San Francisco,138634,158246,3.9,2020-05-05,2020-06-05,FULL_TIME
Senior Data Scientist,AutoGrid,California,Woodside,130639,207939,3.1,2020-05-06,2020-06-05,FULL_TIME
Data Analytics Consultant,Frontend Arts,California,Menlo Park,80542,112071,4.5,2020-05-04,2020-06-05,FULL_TIME
(Senior) Genetic Data Scientist - Statistical Geneticist,insitro,California,South San Francisco,149267,180823,0.0,2020-05-06,2020-06-05,FULL_TIME
"Data Scientist /Software Engineer, Reliability Engineering",Tesla,California,Palo Alto,112564,136802,3.4,2020-04-29,2020-06-05,FULL_TIME
Motif Capital Data Scientist,Motif Investing,California,San Mateo,115326,157639,2.8,2020-04-23,2020-06-05,FULL_TIME
Data Engineer,"Conch Technologies, Inc",California,San Francisco,122598,159766,4.6,2020-04-30,2020-06-05,FULL_TIME
Data Engineering Practitioner,Accenture,California,San Francisco,64209,125464,3.8,2020-04-27,2020-06-05,FULL_TIME
Data Manager : Data Engineer,Genentech,California,South San Francisco,111187,195652,3.9,2020-05-05,2020-06-05,FULL_TIME
Senior Data Scientist - Computer Vision,FortressIQ,California,San Francisco,149267,180823,5.0,2020-05-01,2020-06-05,FULL_TIME
Health Services Data Scientist / Statistician,PAVIR,California,Menlo Park,62445,102321,3.1,2020-04-30,2020-06-05,FULL_TIME
Data Engineer,Sonos,California,San Francisco,95966,124988,4.2,2020-05-05,2020-06-05,FULL_TIME
Data Scientist - Insights Modeling,The Play Station,California,San Mateo,97620,157998,3.4,2020-04-30,2020-06-05,FULL_TIME
Senior Data Scientist and Machine Learning Expert,Ayata,California,San Francisco,149267,180823,2.4,2020-04-24,2020-06-05,FULL_TIME
Research Data Scientist,Facebook,California,Menlo Park,117464,156756,4.4,2020-04-24,2020-06-05,FULL_TIME
Data Analyst (Marketing & Insurance Operations),Gabi,California,San Francisco,63178,92448,4.0,2020-04-29,2020-06-05,FULL_TIME
Data Engineer,Ready Responders,California,San Francisco,84239,152336,4.6,2020-04-24,2020-06-05,FULL_TIME
"Engineering Manager, Data Science",Cruise,California,San Francisco,126271,213065,3.8,2020-04-24,2020-06-05,FULL_TIME
Senior Data Scientist,Lattice Engines,California,San Mateo,191071,196977,3.7,2020-05-02,2020-06-05,FULL_TIME
"Data Scientist, Analytics - Payment Risk",Facebook,California,Menlo Park,117464,156756,4.4,2020-05-05,2020-06-05,FULL_TIME
Forward Deployed Data Scientist,TRM Labs,California,San Francisco,105765,142959,5.0,2020-04-23,2020-06-05,FULL_TIME
"Data Scientist, Analytics - Artificial Intelligence - NLP",Facebook,California,Menlo Park,110887,155985,4.4,2020-05-01,2020-06-05,FULL_TIME
Clinical Data Operator 1,Natera,California,San Carlos,37278,70727,3.7,2020-05-01,2020-06-05,FULL_TIME
Associate Data Analyst,DocuSign,California,San Francisco,62418,109091,4.5,2020-05-06,2020-06-05,FULL_TIME
Data Analyst,Lorven Technologies Inc,California,San Francisco,73853,101098,4.0,2020-04-24,2020-06-05,FULL_TIME
Data Platform Engineer,Scribd,California,San Francisco,125865,142811,4.5,2020-05-06,2020-06-05,FULL_TIME
Data Analyst,"Milestone Technologies, Inc.",California,San Francisco,56024,104564,2.8,2020-05-05,2020-06-05,FULL_TIME
Sr. Data Engineer,WhereTo,California,San Francisco,116887,136070,5.0,2020-05-06,2020-06-05,FULL_TIME
Senior or Staff Data Scientist,GRAIL,California,Menlo Park,144906,176122,3.5,2020-04-30,2020-06-05,FULL_TIME
Data Engineer,Mode Analytics,California,San Francisco,119603,141552,4.0,2020-04-29,2020-06-05,FULL_TIME
Data Engineer,Tekreliance LLC,California,San Francisco,77449,98993,3.5,2020-05-02,2020-06-05,FULL_TIME
Data Engineer,Sense Talent Labs,California,San Francisco,79853,121275,4.5,2020-04-30,2020-06-05,FULL_TIME
Senior Data Engineer (Remote),vidIQ,California,San Francisco,137812,166642,5.0,2020-05-02,2020-06-05,FULL_TIME
Part-time instructor of Statistics for Data Science and Machine Learning,Kaplan,California,San Francisco,98398,121471,3.3,2020-05-06,2020-06-05,PART_TIME
Sr. Data Scientist - Deep Learning and NLP Expert,Allstate,California,Redwood City,111276,174539,3.4,2020-05-06,2020-06-05,FULL_TIME
"Lead Data Analyst, BI/Visualizations",Chime,California,San Francisco,71379,130405,4.7,2020-05-06,2020-06-05,FULL_TIME
"Principal Data Scientist - Health Economics & Real-World Evidence, Evidence for Access, USMA (POSITION IS BASED IN SSF, MAY CONSIDER REMOTE)",Genentech,California,South San Francisco,167859,222660,3.9,2020-04-30,2020-06-05,FULL_TIME
Data Engineer,TEEMA,California,San Francisco,85704,122131,4.7,2020-05-01,2020-06-05,FULL_TIME
Lead Data Scientist,CitiusTech,California,South San Francisco,149534,187436,3.7,2020-04-23,2020-06-05,FULL_TIME
Data Engineer,UC San Francisco,California,San Francisco,103670,130933,4.0,2020-05-02,2020-06-05,FULL_TIME
"Data Scientist, Gateway Analytics",Facebook,California,Menlo Park,117464,156756,4.4,2020-05-01,2020-06-05,FULL_TIME
Software Engineer (Data Science),Unlearn.AI,California,San Francisco,103509,133579,5.0,2020-05-01,2020-06-05,FULL_TIME
Lead Data Analyst,SoftBank Robotics,California,San Francisco,81423,118302,3.5,2020-05-06,2020-06-05,FULL_TIME
Data Engineer - Buyer Risk,Wish,California,San Francisco,128235,223999,3.4,2020-04-23,2020-06-05,FULL_TIME
"Data Scientist, Auction & Delivery",Facebook,California,Menlo Park,117464,156756,4.4,2020-04-29,2020-06-05,FULL_TIME
"Data Scientist, Analytics - Messenger Ranking",Facebook,California,Menlo Park,117464,156756,4.4,2020-05-05,2020-06-05,FULL_TIME
Data Engineer,Trianz,California,San Francisco,78846,145106,3.6,2020-05-01,2020-06-05,FULL_TIME
Data Analyst,Amazon,California,Richmond,41120,83807,3.9,2020-04-29,2020-06-05,FULL_TIME
"Scientist, DNA Data Storage",Twist Bioscience,California,South San Francisco,107345,129633,2.6,2020-05-06,2020-06-05,FULL_TIME
Vitria Data Scientist,Vitria Technology,California,Menlo Park,114825,153844,3.5,2020-04-24,2020-06-05,FULL_TIME
Production Engineer - Statistics/Data Analysis,Natera,California,San Carlos,52517,85310,3.7,2020-04-29,2020-06-05,FULL_TIME
Senior Data Software Engineer,CrunchBase,California,San Francisco,170345,172624,4.3,2020-05-06,2020-06-05,FULL_TIME
Data Engineer,First Republic Bank,California,San Francisco,112096,129538,3.7,2020-04-24,2020-06-05,FULL_TIME
Data Analyst (SQL Monster!),Lemonaid Health (lemonaid.com),California,San Francisco,43211,78464,4.7,2020-05-06,2020-06-05,FULL_TIME
Senior Software Engineer - Data Platform,Udemy,California,San Francisco,84749,164711,4.4,2020-05-01,2020-06-05,FULL_TIME
Data Engineer II,IntelliPro Group Inc.,California,San Francisco,100553,104040,4.1,2020-04-29,2020-06-05,FULL_TIME
Senior Data Analyst,Golden Gate University,California,San Francisco,73319,100238,3.9,2020-05-01,2020-06-05,FULL_TIME
Clinical Data Analyst,UC San Francisco,California,San Francisco,54050,92952,4.0,2020-05-06,2020-06-05,FULL_TIME
Data Analytics Manager (EPIC),UC San Francisco,California,San Francisco,29611,61334,4.0,2020-04-25,2020-06-05,PART_TIME
